node_id,zone_id,x_coord,y_coord,macro_node_id,macro_link_id,activity_type,is_boundary
113501,,-112.0749581,33.6403342,1135,,,
276302,,-112.083004,33.6402939,2763,,,
44501,,-112.084129,33.6402761,445,,,
55401,,-112.0743535,33.6401769,554,,,
105902,,-112.0729454,33.6402748,1059,,,
107901,,-112.0729447,33.6402545,1079,,,
107902,,-112.0728693,33.6402563,1079,,,
105903,,-112.07287,33.6402766,1059,,,
108802,,-112.0631497,33.6376155,1088,,,
110002,,-112.0631497,33.6376367,1100,,,
110003,,-112.0632251,33.6376367,1100,,,
108803,,-112.0632251,33.6376155,1088,,,
115200,,-112.0996379,33.6415846,1152,,,
115300,,-112.0996415,33.6416664,1153,,,
115301,,-112.09983,33.6416606,1153,,,
115201,,-112.0998265,33.6415789,1152,,,
115400,,-112.0996339,33.6369796,1154,,,
115500,,-112.0996337,33.637035,1155,,,
115501,,-112.0998035,33.6370355,1155,,,
115401,,-112.0998038,33.6369801,1154,,,
115600,,-112.0996188,33.6359583,1156,,,
115700,,-112.0996182,33.636005,1157,,,
115701,,-112.0997692,33.6360037,1157,,,
115601,,-112.0997697,33.6359597,1156,,,
116000,,-112.0996352,33.6366096,1160,,,
115402,,-112.0996347,33.6367812,1154,,,
115403,,-112.0998235,33.6367456,1154,,,
116001,,-112.0998238,33.6366459,1160,,,
116100,,-112.0996466,33.6411771,1161,,,
115202,,-112.0996486,33.6413121,1152,,,
115203,,-112.0997996,33.6413104,1152,,,
116101,,-112.0997976,33.6411756,1161,,,
115702,,-112.0996181,33.6362203,1157,,,
116002,,-112.0996175,33.6363386,1160,,,
116003,,-112.0997873,33.6363575,1160,,,
115703,,-112.099788,33.6362028,1157,,,
116200,,-112.0996701,33.6423535,1162,,,
116300,,-112.0996585,33.6467191,1163,,,
116301,,-112.0997906,33.6467372,1163,,,
116201,,-112.0998021,33.6423351,1162,,,
280400,,-112.0996291,33.6403425,2804,,,
116400,,-112.0996308,33.6403815,1164,,,
116401,,-112.0998005,33.6403763,1164,,,
280401,,-112.099799,33.6403412,2804,,,
116500,,-112.099605,33.6396889,1165,,,
280402,,-112.0996042,33.6399166,2804,,,
280403,,-112.0997739,33.6399337,2804,,,
116501,,-112.0997749,33.6396712,1165,,,
115502,,-112.0996331,33.6372335,1155,,,
116600,,-112.0996263,33.639095,1166,,,
116601,,-112.0997773,33.6390953,1166,,,
115503,,-112.0997841,33.6372338,1155,,,
116700,,-112.0829296,33.6394173,1167,,,
116800,,-112.0829265,33.6350252,1168,,,
116801,,-112.0827755,33.6350273,1168,,,
116701,,-112.0827786,33.6394175,1167,,,
116900,,-112.0828772,33.6473176,1169,,,
117000,,-112.0828806,33.6470175,1170,,,
117001,,-112.0827483,33.6470345,1170,,,
116901,,-112.0827453,33.6472974,1169,,,
117100,,-112.0828914,33.6477492,1171,,,
116902,,-112.0828919,33.647552,1169,,,
116903,,-112.0827599,33.6475325,1169,,,
117101,,-112.0827593,33.647767,1171,,,
117200,,-112.0829294,33.6408394,1172,,,
276303,,-112.0829276,33.640422,2763,,,
276304,,-112.0827954,33.6404032,2763,,,
117201,,-112.0827973,33.6408576,1172,,,
276305,,-112.0829115,33.6400252,2763,,,
116702,,-112.0829111,33.6396519,1167,,,
116703,,-112.082779,33.6396701,1167,,,
276306,,-112.0827795,33.6400064,2763,,,
117002,,-112.0828829,33.646801,1170,,,
57002,,-112.0829024,33.6445436,570,,,
57003,,-112.0827891,33.6445429,570,,,
117003,,-112.0827697,33.6468002,1170,,,
117400,,-112.0887664,33.6402696,1174,,,
117600,,-112.0983621,33.6400648,1176,,,
117800,,-112.0871319,33.6402776,1178,,,
118000,,-112.0876968,33.6401068,1180,,,
118100,,-112.0848876,33.6402773,1181,,,
118300,,-112.096914,33.6400739,1183,,,
118500,,-112.1019305,33.6402034,1185,,,
117901,,-112.0886236,33.6401029,1179,,,
118800,,-112.0926077,33.6402515,1188,,,
117601,,-112.0980386,33.6400647,1176,,,
118900,,-112.097922,33.6400641,1189,,,
118301,,-112.0966094,33.6400745,1183,,,
119000,,-112.0962247,33.6400757,1190,,,
119200,,-112.0853992,33.6402833,1192,,,
119400,,-112.0920748,33.6400949,1194,,,
119500,,-112.0919976,33.6400956,1195,,,
119700,,-112.101431,33.6400401,1197,,,
119800,,-112.0976345,33.6400682,1198,,,
119900,,-112.0969788,33.6400737,1199,,,
118201,,-112.0969475,33.6400739,1182,,,
120100,,-112.0858618,33.6401211,1201,,,
120300,,-112.0940554,33.6402455,1203,,,
119801,,-112.0974058,33.640071,1198,,,
120400,,-112.0973746,33.6400714,1204,,,
119901,,-112.0972661,33.640072,1199,,,
120001,,-112.0871246,33.6401094,1200,,,
120600,,-112.0893167,33.6401,1206,,,
120800,,-112.1022969,33.640029,1208,,,
121000,,-112.0964497,33.6402358,1210,,,
121100,,-112.0853998,33.6401255,1211,,,
121300,,-112.100535,33.6400476,1213,,,
121500,,-112.0943997,33.6400858,1215,,,
118601,,-112.0891642,33.6401006,1186,,,
120301,,-112.0943789,33.6402441,1203,,,
121600,,-112.095033,33.6402417,1216,,,
120801,,-112.1020011,33.6400328,1208,,,
119601,,-112.1019699,33.6400332,1196,,,
119301,,-112.0926093,33.6400903,1193,,,
119101,,-112.085098,33.6402798,1191,,,
121800,,-112.0838195,33.6401362,1218,,,
121501,,-112.0940762,33.6400878,1215,,,
121701,,-112.093012,33.6400887,1217,,,
280404,,-112.099548,33.640061,2804,,,
121900,,-112.0993797,33.6400616,1219,,,
122100,,-112.0904348,33.6402615,1221,,,
122001,,-112.0893152,33.6402669,1220,,,
120201,,-112.0935777,33.6402474,1202,,,
280405,,-112.099508,33.6402192,2804,,,
117301,,-112.0886243,33.6402703,1173,,,
122500,,-112.1008011,33.6402146,1225,,,
122600,,-112.1011177,33.6402119,1226,,,
122201,,-112.0986575,33.6402251,1222,,,
122301,,-112.0881527,33.6402724,1223,,,
122800,,-112.0959436,33.6400762,1228,,,
123000,,-112.1040608,33.6401551,1230,,,
45801,,-112.0845308,33.6401425,458,,,
117701,,-112.0865591,33.6402786,1177,,,
123100,,-112.0955999,33.6402399,1231,,,
123300,,-112.0916375,33.6400969,1233,,,
123301,,-112.091314,33.6400987,1233,,,
123401,,-112.0912242,33.6400991,1234,,,
120501,,-112.0900712,33.6401025,1205,,,
276307,,-112.0830481,33.6401327,2763,,,
123101,,-112.0959234,33.640239,1231,,,
120901,,-112.096173,33.6402375,1209,,,
122801,,-112.09562,33.6400778,1228,,,
121401,,-112.0949086,33.6400811,1214,,,
123500,,-112.1013976,33.6400402,1235,,,
123501,,-112.10116,33.6400426,1235,,,
121201,,-112.1011287,33.640043,1212,,,
118501,,-112.1022538,33.6401962,1185,,,
122901,,-112.1034499,33.6401641,1229,,,
123600,,-112.0976117,33.6402309,1236,,,
122701,,-112.0981197,33.640229,1227,,,
123700,,-112.0915954,33.6402585,1237,,,
123801,,-112.0917072,33.6402571,1238,,,
123900,,-112.0921504,33.6402541,1239,,,
280406,,-112.099853,33.6402158,2804,,,
122401,,-112.1005779,33.6402153,1224,,,
124000,,-112.096915,33.6402338,1240,,,
124100,,-112.0969443,33.6402336,1241,,,
124101,,-112.0972463,33.6402326,1241,,,
123601,,-112.0973098,33.6402325,1236,,,
280407,,-112.099893,33.6400574,2804,,,
124200,,-112.0909687,33.6402604,1242,,,
123602,,-112.0975301,33.640189,1236,,,
117602,,-112.0981582,33.6401321,1176,,,
120802,,-112.1020651,33.6401037,1208,,,
118502,,-112.1020652,33.6401294,1185,,,
118503,,-112.1021407,33.6401293,1185,,,
120803,,-112.1021406,33.6401036,1208,,,
120302,,-112.0942656,33.6402265,1203,,,
121502,,-112.094265,33.6401053,1215,,,
121503,,-112.0941895,33.6401056,1215,,,
120303,,-112.0941901,33.6402268,1203,,,
123502,,-112.1011834,33.6401047,1235,,,
277105,,-112.1173461,33.6401035,2771,,,
124400,,-112.1146129,33.6384664,1244,,,
51601,,-112.1140992,33.6390546,516,,,
124600,,-112.1224934,33.6397137,1246,,,
124800,,-112.1096508,33.6400716,1248,,,
125000,,-112.1253315,33.6396735,1250,,,
125200,,-112.1111426,33.6398846,1252,,,
125400,,-112.1249829,33.6398201,1254,,,
124801,,-112.1099742,33.6400668,1248,,,
125500,,-112.1105219,33.6400597,1255,,,
125201,,-112.1108191,33.6398898,1252,,,
125600,,-112.1101392,33.6399011,1256,,,
125800,,-112.1089217,33.6399212,1258,,,
126000,,-112.1236013,33.6398407,1260,,,
126200,,-112.1201504,33.6397531,1262,,,
44801,,-112.1125767,33.6398627,448,,,
126300,,-112.1120396,33.63987,1263,,,
45201,,-112.1107895,33.6400559,452,,,
126400,,-112.1099968,33.6399034,1264,,,
124501,,-112.1235983,33.6397078,1245,,,
126401,,-112.1096734,33.6399091,1264,,,
125701,,-112.1090716,33.6399202,1257,,,
75201,,-112.1131779,33.6400198,752,,,
125301,,-112.1245137,33.6398232,1253,,,
126600,,-112.1085951,33.6399288,1266,,,
126700,,-112.1085589,33.6400895,1267,,,
124701,,-112.109393,33.6400758,1247,,,
126501,,-112.1240762,33.6396972,1265,,,
280500,,-112.1211895,33.6398872,2805,,,
280600,,-112.121698,33.6397191,2806,,,
126701,,-112.1082355,33.6400942,1267,,,
92901,,-112.1119893,33.6398708,929,,,
92902,,-112.1116875,33.6398758,929,,,
125101,,-112.1113347,33.6398816,1251,,,
44802,,-112.1128785,33.6398579,448,,,
280601,,-112.1212071,33.6397314,2806,,,
126101,,-112.1206053,33.6397435,1261,,,
44402,,-112.10564,33.6401273,444,,,
44403,,-112.1059419,33.6401235,444,,,
127101,,-112.1077661,33.6401002,1271,,,
280501,,-112.121652,33.639881,2805,,,
125901,,-112.1230508,33.6398533,1259,,,
127400,,-112.118489,33.6399269,1274,,,
127401,,-112.1187909,33.6399225,1274,,,
127500,,-112.119496,33.6399182,1275,,,
126801,,-112.1203869,33.6399034,1268,,,
126201,,-112.119827,33.6397596,1262,,,
127600,,-112.1192433,33.6397699,1276,,,
127700,,-112.1186899,33.6397759,1277,,,
127701,,-112.1183881,33.6397794,1277,,,
75702,,-112.1182388,33.6397813,757,,,
126402,,-112.1097861,33.6399783,1264,,,
124802,,-112.109786,33.6399965,1248,,,
124803,,-112.1098615,33.6399968,1248,,,
126403,,-112.1098616,33.6399786,1264,,,
125202,,-112.1109288,33.6399581,1252,,,
45202,,-112.1109278,33.6399801,452,,,
45203,,-112.1110032,33.6399827,452,,,
125203,,-112.1110042,33.6399607,1252,,,
126202,,-112.1199204,33.6398105,1262,,,
127402,,-112.1186942,33.6398689,1274,,,
127702,,-112.1184712,33.6398222,1277,,,
128000,,-112.0428922,33.6405083,1280,,,
107001,,-112.0607224,33.6404051,1070,,,
128200,,-112.0557322,33.6404336,1282,,,
128300,,-112.0562297,33.6404315,1283,,,
128500,,-112.0505282,33.6402984,1285,,,
128700,,-112.0413012,33.6403562,1287,,,
128800,,-112.0526253,33.6404516,1288,,,
128900,,-112.0526566,33.6404517,1289,,,
128801,,-112.0523634,33.6404521,1288,,,
129100,,-112.0589657,33.6404141,1291,,,
129200,,-112.0597905,33.6404098,1292,,,
129400,,-112.0461253,33.6403323,1294,,,
129600,,-112.0400495,33.6403665,1296,,,
129800,,-112.0438576,33.6403392,1298,,,
129900,,-112.0584476,33.6404169,1299,,,
130000,,-112.0584789,33.6404167,1300,,,
130200,,-112.0532283,33.6402924,1302,,,
130400,,-112.0550327,33.6404366,1304,,,
130600,,-112.0505222,33.6404595,1306,,,
129001,,-112.0520413,33.6404534,1290,,,
130800,,-112.0428751,33.6403501,1308,,,
128701,,-112.0409562,33.640359,1287,,,
129501,,-112.0405941,33.640362,1295,,,
131000,,-112.0538951,33.6402855,1310,,,
131200,,-112.0409622,33.6405227,1312,,,
131400,,-112.0589918,33.640251,1314,,,
131600,,-112.045657,33.640493,1316,,,
131800,,-112.05491,33.6402771,1318,,,
131900,,-112.0433823,33.6405057,1319,,,
130701,,-112.0432435,33.6403448,1307,,,
128201,,-112.0554086,33.640435,1282,,,
129101,,-112.0586206,33.6404159,1291,,,
132100,,-112.0575473,33.6402624,1321,,,
130101,,-112.0537727,33.6402859,1301,,,
130301,,-112.054928,33.6404371,1303,,,
128101,,-112.0602445,33.6404075,1281,,,
132300,,-112.0503806,33.6403005,1323,,,
132400,,-112.04921,33.6403093,1324,,,
130901,,-112.0543205,33.6402808,1309,,,
132500,,-112.03968,33.6405334,1325,,,
131101,,-112.0405892,33.6405258,1311,,,
132600,,-112.0438561,33.6405031,1326,,,
129901,,-112.0581676,33.6404177,1299,,,
131201,,-112.0412857,33.6405201,1312,,,
127901,,-112.0423831,33.6405113,1279,,,
132800,,-112.039373,33.6403715,1328,,,
132900,,-112.0387948,33.6403743,1329,,,
133000,,-112.0570535,33.6402667,1330,,,
133100,,-112.0483801,33.6403194,1331,,,
133200,,-112.0567095,33.6404294,1332,,,
133300,,-112.0532394,33.6404502,1333,,,
133500,,-112.0480155,33.6404771,1335,,,
132501,,-112.0393565,33.6405357,1325,,,
133101,,-112.048035,33.6403224,1331,,,
129301,,-112.0465184,33.6403303,1293,,,
132001,,-112.0578631,33.6402596,1320,,,
129701,,-112.0444671,33.6403351,1297,,,
131401,,-112.0586683,33.6402535,1314,,,
133800,,-112.058511,33.6402546,1338,,,
133801,,-112.0583294,33.640256,1338,,,
133701,,-112.0582981,33.6402562,1337,,,
133201,,-112.057033,33.6404274,1332,,,
132701,,-112.0579447,33.6404183,1327,,,
133900,,-112.0383145,33.6403786,1339,,,
132801,,-112.0396965,33.6403694,1328,,,
133001,,-112.05673,33.6402689,1330,,,
134000,,-112.0557299,33.6402739,1340,,,
134001,,-112.0554648,33.6402753,1340,,,
131701,,-112.0554335,33.6402755,1317,,,
132201,,-112.054475,33.6404395,1322,,,
134100,,-112.052384,33.6402917,1341,,,
128401,,-112.0513447,33.6402926,1284,,,
107701,,-112.061045,33.640244,1077,,,
134200,,-112.0606737,33.6402436,1342,,,
134201,,-112.0603717,33.6402423,1342,,,
134301,,-112.0602437,33.640242,1343,,,
131301,,-112.0593082,33.6402486,1313,,,
134400,,-112.0419597,33.6403525,1344,,,
131501,,-112.0451111,33.6404961,1315,,,
133501,,-112.048339,33.6404757,1335,,,
134500,,-112.0494968,33.6404707,1345,,,
134501,,-112.0497825,33.6404645,1345,,,
130501,,-112.0498138,33.6404631,1305,,,
133401,,-112.0472507,33.640481,1334,,,
134600,,-112.0480582,33.6362645,1346,,,
134700,,-112.0450331,33.6349752,1347,,,
134800,,-112.0447483,33.6349766,1348,,,
134900,,-112.047263,33.6362622,1349,,,
135000,,-112.0564527,33.6371903,1350,,,
135100,,-112.0505231,33.6363033,1351,,,
135200,,-112.0568275,33.6373338,1352,,,
55801,,-112.0568252,33.6371541,558,,,
135101,,-112.0501997,33.6363065,1351,,,
135400,,-112.0491717,33.6363162,1354,,,
134601,,-112.0483795,33.6362956,1346,,,
57901,,-112.0480532,33.6364215,579,,,
135301,,-112.0574927,33.6373804,1353,,,
109501,,-112.0613186,33.6377202,1095,,,
131402,,-112.0587795,33.6403237,1314,,,
129102,,-112.058779,33.640342,1291,,,
129103,,-112.0588545,33.6403435,1291,,,
131403,,-112.058855,33.6403252,1314,,,
134002,,-112.0555414,33.6402931,1340,,,
128202,,-112.0555432,33.6404167,1282,,,
128203,,-112.0556187,33.6404159,1282,,,
134003,,-112.0556169,33.6402923,1340,,,
128702,,-112.0410936,33.6404307,1287,,,
131202,,-112.0410943,33.6404502,1312,,,
131203,,-112.0411698,33.6404482,1312,,,
128703,,-112.0411691,33.6404287,1287,,,
133802,,-112.0583225,33.6402741,1338,,,
129902,,-112.0583238,33.6403996,1299,,,
129903,,-112.0583993,33.640399,1299,,,
133803,,-112.058398,33.6402735,1338,,,
133901,,-112.0381045,33.6403986,1339,,,
135500,,-112.0381063,33.6405247,1355,,,
135501,,-112.0381818,33.640524,1355,,,
133902,,-112.03818,33.6403979,1339,,,
134502,,-112.0497072,33.6404179,1345,,,
135600,,-112.2202775,33.6369073,1356,,,
66302,,-112.2200988,33.6363784,663,,,
135601,,-112.2201088,33.6366629,1356,,,
135602,,-112.2202415,33.6366774,1356,,,
66303,,-112.2202302,33.6363571,663,,,
135700,,-112.2200479,33.6350104,1357,,,
39302,,-112.2200622,33.6352563,393,,,
39303,,-112.2201755,33.6352563,393,,,
135701,,-112.220161,33.6350058,1357,,,
278302,,-112.220195,33.6381945,2783,,,
279700,,-112.2201965,33.6382518,2797,,,
66101,,-112.2201428,33.6373535,661,,,
136000,,-112.2202001,33.6397478,1360,,,
136100,,-112.2203933,33.6389178,1361,,,
279701,,-112.2202,33.6384321,2797,,,
135901,,-112.2201996,33.6396775,1359,,,
280700,,-112.2202014,33.6399723,2807,,,
279702,,-112.2203932,33.6385149,2797,,,
279703,,-112.2199824,33.63832,2797,,,
278303,,-112.2206016,33.6381191,2783,,,
136700,,-112.2203286,33.6510766,1367,,,
136900,,-112.2203729,33.6450909,1369,,,
91101,,-112.2202502,33.6417269,911,,,
137000,,-112.220251,33.6417531,1370,,,
137200,,-112.2202889,33.6482658,1372,,,
137500,,-112.220381,33.6447074,1375,,,
137700,,-112.220257,33.6444781,1377,,,
136801,,-112.220365,33.645448,1368,,,
138000,,-112.2203932,33.6421825,1380,,,
138200,,-112.2203989,33.6406964,1382,,,
138300,,-112.220442,33.6549285,1383,,,
137901,,-112.2203864,33.6431464,1379,,,
138600,,-112.2203871,33.6476207,1386,,,
279602,,-112.2203169,33.6524701,2796,,,
279603,,-112.220442,33.6528442,2796,,,
279501,,-112.2204025,33.6404321,2795,,,
139101,,-112.2204436,33.6545271,1391,,,
136601,,-112.2203267,33.6508442,1366,,,
138501,,-112.220391,33.6478809,1385,,,
139201,,-112.2204288,33.6504434,1392,,,
280701,,-112.2202128,33.6403723,2807,,,
91001,,-112.2202341,33.6411403,910,,,
280800,,-112.2203943,33.641878,2808,,,
138701,,-112.2203305,33.6520913,1387,,,
280801,,-112.2203875,33.6415391,2808,,,
138101,,-112.220398,33.6407645,1381,,,
137801,,-112.2203661,33.6459059,1378,,,
139300,,-112.2202603,33.6431448,1393,,,
139400,,-112.2203817,33.6446794,1394,,,
139401,,-112.2203833,33.644519,1394,,,
138401,,-112.2203854,33.64363,1384,,,
137101,,-112.2202857,33.6480264,1371,,,
139600,,-112.2170989,33.6383284,1396,,,
139800,,-112.2184865,33.6381362,1398,,,
139900,,-112.2182273,33.6383254,1399,,,
136401,,-112.2190743,33.638322,1364,,,
139901,,-112.2179038,33.6383264,1399,,,
139701,,-112.2190718,33.6381251,1397,,,
140200,,-112.2152321,33.6383241,1402,,,
280900,,-112.2292627,33.6380578,2809,,,
140500,,-112.2248326,33.6380668,1405,,,
140600,,-112.2179043,33.6381453,1406,,,
140700,,-112.2168832,33.6381517,1407,,,
140501,,-112.2244445,33.6380672,1405,,,
136501,,-112.2212842,33.6381135,1365,,,
140800,,-112.2157449,33.638332,1408,,,
281000,,-112.2286876,33.638304,2810,,,
140801,,-112.21609,33.6383314,1408,,,
139501,,-112.2169164,33.6383289,1395,,,
56101,,-112.2161074,33.6381581,561,,,
141300,,-112.2243994,33.6383386,1413,,,
280901,,-112.2287085,33.6380515,2809,,,
140401,,-112.2254666,33.6380637,1404,,,
281001,,-112.2292155,33.6382928,2810,,,
141600,,-112.2320274,33.6382731,1416,,,
278304,,-112.2200205,33.638122,2783,,,
141700,,-112.2196539,33.6381234,1417,,,
141301,,-112.2247875,33.6383352,1413,,,
140901,,-112.2283189,33.6383113,1409,,,
279704,,-112.2205635,33.6383341,2797,,,
141201,,-112.2238059,33.6383416,1412,,,
140601,,-112.2180185,33.6382083,1406,,,
139902,,-112.2181197,33.6382648,1399,,,
141800,,-112.1344085,33.6480328,1418,,,
141900,,-112.1344303,33.6529405,1419,,,
141901,,-112.1345623,33.6529593,1419,,,
141801,,-112.1345405,33.6480144,1418,,,
142000,,-112.1343182,33.6402473,1420,,,
142100,,-112.1343183,33.6402673,1421,,,
142101,,-112.134507,33.6402663,1421,,,
142001,,-112.1345069,33.6402463,1420,,,
142400,,-112.1343393,33.6405437,1424,,,
142500,,-112.1343397,33.6405914,1425,,,
142501,,-112.1344906,33.6405906,1425,,,
142401,,-112.1344903,33.6405428,1424,,,
142502,,-112.1343228,33.6408621,1425,,,
142600,,-112.1343235,33.6409549,1426,,,
142601,,-112.1344748,33.6409902,1426,,,
142503,,-112.1344735,33.6408252,1425,,,
142102,,-112.134319,33.6403575,1421,,,
142402,,-112.1343193,33.6403994,1424,,,
142403,,-112.1344892,33.6403986,1424,,,
142103,,-112.1344888,33.6403565,1421,,,
142700,,-112.1342815,33.6392735,1427,,,
281100,,-112.1342923,33.6393733,2811,,,
281101,,-112.1344638,33.6393825,2811,,,
142701,,-112.1344487,33.6392428,1427,,,
281102,,-112.1343336,33.6398032,2811,,,
142002,,-112.1343355,33.6400488,1420,,,
142003,,-112.1345052,33.6400299,1420,,,
281103,,-112.1345036,33.6398183,2811,,,
142800,,-112.1344062,33.6475048,1428,,,
141802,,-112.1344074,33.6477802,1418,,,
141803,,-112.1345584,33.6477798,1418,,,
142801,,-112.1345572,33.6475041,1428,,,
142900,,-112.134385,33.6469846,1429,,,
142802,,-112.1343862,33.647234,1428,,,
142803,,-112.1345373,33.6472699,1428,,,
142901,,-112.1345358,33.6469481,1429,,,
142602,,-112.1343456,33.641228,1426,,,
143000,,-112.1343612,33.6419663,1430,,,
143001,,-112.1344937,33.6419826,1430,,,
142603,,-112.1344771,33.6412046,1426,,,
143100,,-112.133858,33.6350315,1431,,,
143200,,-112.1342185,33.638507,1432,,,
143201,,-112.1343688,33.6384953,1432,,,
143101,,-112.1340083,33.63502,1431,,,
143400,,-112.148982,33.6394357,1434,,,
143600,,-112.1270404,33.6396564,1436,,,
143800,,-112.1414317,33.6395515,1438,,,
144000,,-112.1387418,33.6394557,1440,,,
144200,,-112.1281391,33.6396329,1442,,,
144400,,-112.1451624,33.6394863,1444,,,
144600,,-112.135789,33.6394921,1446,,,
124901,,-112.1258302,33.6396676,1249,,,
144700,,-112.1381786,33.6394614,1447,,,
144800,,-112.1424478,33.6395334,1448,,,
143501,,-112.12749,33.6396472,1435,,,
144900,,-112.1298241,33.639595,1449,,,
144101,,-112.1287411,33.6396193,1441,,,
144401,,-112.1454859,33.639482,1444,,,
145000,,-112.1460046,33.6394751,1450,,,
145200,,-112.1297995,33.6397349,1452,,,
145400,,-112.132637,33.6395441,1454,,,
145500,,-112.1466726,33.6394662,1455,,,
145700,,-112.1366775,33.639629,1457,,,
145900,,-112.1370359,33.6394757,1459,,,
145901,,-112.1367125,33.6394801,1459,,,
146000,,-112.1362311,33.6394863,1460,,,
144501,,-112.1360008,33.6394893,1445,,,
146100,,-112.1354012,33.6394972,1461,,,
146300,,-112.1466742,33.6393247,1463,,,
146500,,-112.1387421,33.6395955,1465,,,
144901,,-112.1301475,33.6395886,1449,,,
146800,,-112.1317461,33.6395608,1468,,,
146900,,-112.1379036,33.6394643,1469,,,
146801,,-112.1314227,33.6395668,1468,,,
146601,,-112.1305023,33.6395824,1466,,,
145801,,-112.1372815,33.6394724,1458,,,
143301,,-112.1482945,33.6394431,1433,,,
143701,,-112.1409743,33.6395591,1437,,,
147100,,-112.143243,33.6393809,1471,,,
145401,,-112.1323136,33.6395503,1454,,,
146701,,-112.1319103,33.6395576,1467,,,
281104,,-112.134592,33.6395079,2811,,,
281105,,-112.1342471,33.6395158,2811,,,
145301,,-112.1328824,33.6395394,1453,,,
281106,,-112.1342119,33.639679,2811,,,
147300,,-112.1428985,33.6395253,1473,,,
147301,,-112.1432219,33.6395195,1473,,,
147400,,-112.1437849,33.6395094,1474,,,
147500,,-112.145483,33.6393441,1475,,,
147501,,-112.1451811,33.6393495,1475,,,
147001,,-112.1437637,33.6393726,1470,,,
281107,,-112.1345569,33.639673,2811,,,
147600,,-112.1355711,33.6396516,1476,,,
147601,,-112.1358729,33.6396458,1476,,,
145601,,-112.1364613,33.6396335,1456,,,
147101,,-112.1429198,33.6393889,1471,,,
143901,,-112.1392595,33.6394463,1439,,,
145701,,-112.1370008,33.6396224,1457,,,
146401,,-112.138442,33.6395986,1464,,,
145201,,-112.1301229,33.6397295,1452,,,
147700,,-112.1314281,33.6397111,1477,,,
147701,,-112.1317299,33.639707,1477,,,
147800,,-112.1323109,33.6396995,1478,,,
147801,,-112.1326128,33.6396958,1478,,,
147201,,-112.1334223,33.639687,1472,,,
145101,,-112.1294461,33.6397418,1451,,,
145402,,-112.1324264,33.639565,1454,,,
147802,,-112.1324244,33.639679,1478,,,
147803,,-112.1324999,33.6396799,1478,,,
145403,,-112.1325019,33.6395659,1454,,,
145902,,-112.1368241,33.6394937,1459,,,
145702,,-112.1368139,33.639605,1457,,,
145703,,-112.1368892,33.6396098,1457,,,
145903,,-112.1368994,33.6394985,1459,,,
146802,,-112.1315365,33.6395832,1468,,,
147702,,-112.1315406,33.6396919,1477,,,
147703,,-112.1316161,33.63969,1477,,,
146803,,-112.131612,33.6395813,1468,,,
144402,,-112.1453723,33.6394654,1444,,,
147502,,-112.1453701,33.6393645,1475,,,
147503,,-112.1452947,33.6393656,1475,,,
144403,,-112.1452969,33.6394665,1444,,,
147900,,-112.1517695,33.640311,1479,,,
148000,,-112.1517704,33.6403565,1480,,,
148001,,-112.1519025,33.6403546,1480,,,
147901,,-112.1519015,33.6403091,1479,,,
148100,,-112.1517423,33.6399473,1481,,,
147902,,-112.1517462,33.6400948,1479,,,
147903,,-112.1519349,33.6400922,1479,,,
148101,,-112.151931,33.6399459,1481,,,
148400,,-112.1518118,33.6468712,1484,,,
148500,,-112.1518146,33.6471828,1485,,,
148501,,-112.1519468,33.6472002,1485,,,
148401,,-112.1519438,33.6468524,1484,,,
148502,,-112.1518349,33.6474171,1485,,,
101202,,-112.1518357,33.6477618,1012,,,
101203,,-112.1519677,33.6477435,1012,,,
148503,,-112.1519671,33.6474347,1485,,,
281200,,-112.1517534,33.6395175,2812,,,
148102,,-112.1517567,33.6396771,1481,,,
148103,,-112.1519261,33.6396567,1481,,,
281201,,-112.1519236,33.6395313,2812,,,
148600,,-112.151578,33.637619,1486,,,
148700,,-112.151582,33.6376535,1487,,,
148701,,-112.1517135,33.6376428,1487,,,
148601,,-112.1517094,33.6376078,1486,,,
148800,,-112.1515169,33.6372695,1488,,,
148602,,-112.1515333,33.6374052,1486,,,
148603,,-112.1516878,33.6374283,1486,,,
148801,,-112.1516628,33.6372209,1488,,,
148900,,-112.1516987,33.6390355,1489,,,
281202,,-112.1517009,33.6390737,2812,,,
281203,,-112.1518916,33.639106,2812,,,
148901,,-112.1518849,33.638986,1489,,,
149000,,-112.1518118,33.641821,1490,,,
148402,,-112.1518286,33.6466366,1484,,,
148403,,-112.1519418,33.6466359,1484,,,
149001,,-112.1519252,33.6418279,1490,,,
149100,,-112.1690335,33.6401194,1491,,,
149200,,-112.1689339,33.6465592,1492,,,
149201,,-112.1690656,33.6465793,1492,,,
149101,,-112.1691657,33.6401016,1491,,,
149300,,-112.1689359,33.6382604,1493,,,
149400,,-112.1689393,33.6382898,1494,,,
149401,,-112.1690937,33.6383135,1494,,,
149301,,-112.1690826,33.6382135,1493,,,
149202,,-112.1689051,33.6468275,1492,,,
149500,,-112.1688923,33.647084,1495,,,
149501,,-112.1690416,33.6471209,1495,,,
149203,,-112.1690578,33.6467967,1492,,,
281300,,-112.1690377,33.6392421,2813,,,
149102,,-112.1690345,33.6398668,1491,,,
149103,,-112.1692044,33.6398493,1491,,,
281301,,-112.1692075,33.6392531,2813,,,
149800,,-112.1688212,33.637062,1498,,,
149302,,-112.1689258,33.6379899,1493,,,
149303,,-112.1690593,33.6379977,1493,,,
149801,,-112.1689506,33.6370333,1498,,,
