link_id,from_node_id,to_node_id,dir_flag,length,lanes,capacity,free_speed,link_type_name,link_type,geometry,macro_link_id,macro_node_id,movement_id,mvmt_txt_id,ctrl_type,allowed_uses
95,16500,16700,1,50.74,5,2300,104,motorway,1,"LINESTRING (-112.1131542 33.6695911, -112.1131171 33.6700477)",97,,,,,auto
96,16700,3201,1,120.85,5,2300,104,motorway,1,"LINESTRING (-112.1131171 33.6700477, -112.1130228 33.6711348)",98,,,,,auto
97,16801,16601,1,42.67,5,2300,104,motorway,1,"LINESTRING (-112.1134920 33.6696388, -112.1135228 33.6692548)",99,,,,,auto
98,16901,16801,1,47.45,5,2300,104,motorway,1,"LINESTRING (-112.1134609 33.6700660, -112.1134920 33.6696388)",100,,,,,auto
99,17001,17102,1,684.25,1,2300,72,motorway,1,"LINESTRING (-112.1138141 33.6707322, -112.1137927 33.6706110, -112.1137577 33.6704492, -112.1136967 33.6702490, -112.1136417 33.6701116, -112.1135697 33.6699502, -112.1134887 33.6697947, -112.1134157 33.6696811, -112.1133427 33.6695818, -112.1132497 33.6694591, -112.1131667 33.6693630, -112.1130627 33.6692489, -112.1129327 33.6691214, -112.1127777 33.6689904, -112.1124747 33.6687903, -112.1122857 33.6686870, -112.1120917 33.6686056, -112.1118847 33.6685325, -112.1116447 33.6684674, -112.1113987 33.6684169, -112.1112207 33.6683927, -112.1110297 33.6683813, -112.1108157 33.6683728, -112.1106007 33.6683770, -112.1102937 33.6683895, -112.1097717 33.6684234, -112.1095297 33.6684359, -112.1090441 33.6684491, -112.1084587 33.6684544, -112.1079568 33.6684492)",101,,,,,auto
100,17201,17300,1,18.55,2,2300,72,motorway,1,"LINESTRING (-112.1068316 33.6684458, -112.1066316 33.6684418)",102,,,,,auto
101,17401,17102,1,290.91,1,2300,72,motorway,1,"LINESTRING (-112.1110579 33.6681050, -112.1108568 33.6681646, -112.1106295 33.6682167, -112.1104231 33.6682498, -112.1101955 33.6682794, -112.1095990 33.6683370, -112.1090394 33.6683843, -112.1084796 33.6684255, -112.1079568 33.6684492)",103,,,,,auto
102,7000,17500,1,570.06,2,2300,72,motorway,1,"LINESTRING (-112.1127437 33.6675484, -112.1127606 33.6677019, -112.1127860 33.6678345, -112.1128226 33.6679578, -112.1128660 33.6680739, -112.1129389 33.6682345, -112.1130086 33.6683483, -112.1130888 33.6684637, -112.1131632 33.6685682, -112.1132584 33.6686738, -112.1133605 33.6687852, -112.1134855 33.6688967, -112.1136520 33.6690269, -112.1137697 33.6691090, -112.1139063 33.6691893, -112.1140848 33.6692769, -112.1142320 33.6693445, -112.1143778 33.6693988, -112.1145072 33.6694415, -112.1146782 33.6694899, -112.1148450 33.6695237, -112.1151172 33.6695664, -112.1153441 33.6695863, -112.1155034 33.6695851, -112.1156887 33.6695797, -112.1159233 33.6695596, -112.1162009 33.6695205, -112.1168514 33.6694089, -112.1175679 33.6692946)",104,,,,,auto
103,17601,17702,1,129.45,1,2300,72,motorway,1,"LINESTRING (-112.1175847 33.6693558, -112.1178906 33.6693060, -112.1182096 33.6692565, -112.1185751 33.6692024, -112.1189593 33.6691511)",105,,,,,auto
104,17500,17702,1,130.01,2,2300,72,motorway,1,"LINESTRING (-112.1175679 33.6692946, -112.1179001 33.6692506, -112.1182243 33.6692126, -112.1185965 33.6691790, -112.1189593 33.6691511)",106,,,,,auto
105,17801,15902,1,311.86,2,2300,72,motorway,1,"LINESTRING (-112.1149118 33.6673321, -112.1147311 33.6671078, -112.1145850 33.6668863, -112.1144381 33.6666000, -112.1143441 33.6663244, -112.1142711 33.6658171, -112.1141991 33.6651177, -112.1141731 33.6648237, -112.1141562 33.6646407)",107,,,,,auto
106,7302,17801,1,345.4,2,2300,72,motorway,1,"LINESTRING (-112.1183071 33.6683088, -112.1179776 33.6682983, -112.1169736 33.6682165, -112.1165906 33.6681723, -112.1163036 33.6681165, -112.1159876 33.6680252, -112.1157036 33.6679092, -112.1154106 33.6677446, -112.1151866 33.6675806, -112.1150588 33.6674709, -112.1149118 33.6673321)",108,,,,,auto
107,17901,18000,1,93.17,3,1600,56,secondary,4,"LINESTRING (-112.1171996 33.6683019, -112.1171996 33.6691422)",109,,,,,auto
108,18100,18200,1,25.55,3,1600,56,secondary,4,"LINESTRING (-112.1171581 33.6658871, -112.1171659 33.6661175)",110,,,,,auto
109,7800,17601,1,385.5,1,2300,120,motorway,1,"LINESTRING (-112.1141299 33.6709881, -112.1142355 33.6708098, -112.1143975 33.6705949, -112.1145516 33.6704354, -112.1147680 33.6702488, -112.1148934 33.6701509, -112.1150384 33.6700611, -112.1151593 33.6699902, -112.1153226 33.6698975, -112.1154907 33.6698195, -112.1156562 33.6697544, -112.1157918 33.6697111, -112.1159449 33.6696718, -112.1161120 33.6696358, -112.1164675 33.6695643, -112.1168227 33.6694916, -112.1172091 33.6694199, -112.1175847 33.6693558)",111,,,,,auto
110,3500,18300,1,59.3,1,2300,120,motorway,1,"LINESTRING (-112.1141082 33.6658667, -112.1143716 33.6653793)",112,,,,,auto
111,18300,18400,1,306.25,1,2300,72,motorway,1,"LINESTRING (-112.1143716 33.6653793, -112.1144282 33.6652552, -112.1145076 33.6650324, -112.1145762 33.6646466, -112.1145793 33.6642582, -112.1145561 33.6626398)",113,,,,,auto
112,18501,18600,1,11.47,2,1600,60,secondary,4,"LINESTRING (-112.1133339 33.6620179, -112.1134576 33.6620176)",114,,,,,auto
113,276601,18700,1,31.52,2,1600,60,secondary,4,"LINESTRING (-112.1146742 33.6620234, -112.1146974 33.6620248, -112.1150140 33.6620171)",115,,,,,auto
114,15400,18800,1,237.96,1,2300,72,motorway,1,"LINESTRING (-112.1132461 33.6636510, -112.1132560 33.6639472, -112.1132561 33.6647220, -112.1132707 33.6651337, -112.1132918 33.6657967)",116,,,,,auto
115,18800,16001,1,215.87,1,2300,120,motorway,1,"LINESTRING (-112.1132918 33.6657967, -112.1132838 33.6663903, -112.1132529 33.6668667, -112.1132352 33.6675530, -112.1132437 33.6677427)",117,,,,,auto
116,7702,17001,1,172.87,1,2300,72,motorway,1,"LINESTRING (-112.1137222 33.6722857, -112.1137367 33.6719089, -112.1137667 33.6717124, -112.1137807 33.6716048, -112.1137977 33.6714876, -112.1138237 33.6712936, -112.1138317 33.6711403, -112.1138382 33.6710150, -112.1138327 33.6708775, -112.1138217 33.6707754, -112.1138141 33.6707322)",118,,,,,auto
117,1800,18900,1,84.7,4,2300,104,motorway,1,"LINESTRING (-112.1253955 33.6688480, -112.1256387 33.6688530, -112.1263091 33.6688539)",119,,,,,auto
118,19001,19100,1,112.22,2,2300,72,motorway,1,"LINESTRING (-112.1254015 33.6689624, -112.1256481 33.6689556, -112.1259782 33.6689451, -112.1262892 33.6689356, -112.1266113 33.6689277)",120,,,,,auto
119,19201,19300,1,112.84,4,2300,104,motorway,1,"LINESTRING (-112.1266029 33.6686236, -112.1256481 33.6686219, -112.1253857 33.6686179)",121,,,,,auto
120,19300,19400,1,895.1,4,2300,104,motorway,1,"LINESTRING (-112.1253857 33.6686179, -112.1235324 33.6686233, -112.1226603 33.6686258, -112.1219054 33.6686264, -112.1208687 33.6686208, -112.1189896 33.6686265, -112.1176288 33.6686246, -112.1157304 33.6686308)",122,,,,,auto
121,7200,19500,1,115.36,2,2300,120,motorway,1,"LINESTRING (-112.1266182 33.6685326, -112.1256562 33.6684779, -112.1253772 33.6684565)",123,,,,,auto
122,19500,19600,1,140.39,2,2300,120,motorway,1,"LINESTRING (-112.1253772 33.6684565, -112.1238637 33.6684138)",124,,,,,auto
123,19701,19800,1,96.04,1,2300,120,motorway,1,"LINESTRING (-112.1147950 33.6551467, -112.1148488 33.6542816)",125,,,,,auto
124,19800,2801,1,292.62,1,2300,120,motorway,1,"LINESTRING (-112.1148488 33.6542816, -112.1149108 33.6533523, -112.1149389 33.6530016, -112.1149768 33.6525390, -112.1150062 33.6521074, -112.1150308 33.6518373, -112.1150546 33.6516482)",126,,,,,auto
125,19901,20001,1,453.57,5,2300,104,motorway,1,"LINESTRING (-112.1149015 33.6513952, -112.1149354 33.6509229, -112.1149727 33.6504348, -112.1150069 33.6499362, -112.1150387 33.6494733, -112.1150692 33.6491332, -112.1151045 33.6487451, -112.1151618 33.6480116, -112.1152055 33.6473123)",127,,,,,auto
126,20101,20200,1,95.96,5,2300,104,motorway,1,"LINESTRING (-112.1146198 33.6551472, -112.1146873 33.6542835)",128,,,,,auto
127,20301,20400,1,97.37,4,2300,104,motorway,1,"LINESTRING (-112.1144026 33.6542695, -112.1143381 33.6551461)",129,,,,,auto
128,20501,16201,1,821.17,4,2300,104,motorway,1,"LINESTRING (-112.1139005 33.6603468, -112.1137847 33.6618060, -112.1137539 33.6622884, -112.1137046 33.6629617, -112.1136731 33.6633407, -112.1136479 33.6636611, -112.1136237 33.6639605, -112.1135730 33.6645861, -112.1135302 33.6651140, -112.1134795 33.6658081, -112.1134303 33.6663832, -112.1133823 33.6668721, -112.1133230 33.6675569, -112.1133087 33.6677366)",130,,,,,auto
129,20601,20701,1,572.95,1,2300,120,motorway,1,"LINESTRING (-112.1141841 33.6551465, -112.1141375 33.6557878, -112.1140970 33.6564532, -112.1140417 33.6571572, -112.1139993 33.6577065, -112.1139271 33.6584828, -112.1138791 33.6590301, -112.1138437 33.6593574, -112.1138160 33.6595810, -112.1137281 33.6599362, -112.1136020 33.6602798)",131,,,,,auto
130,20801,20601,1,97.53,1,2300,120,motorway,1,"LINESTRING (-112.1142612 33.6542692, -112.1141841 33.6551465)",132,,,,,auto
131,20901,21000,1,65.12,2,2300,104,motorway,1,"LINESTRING (-112.0004043 33.6707992, -112.0005278 33.6709507, -112.0006051 33.6710435, -112.0008204 33.6712721)",133,,,,,auto
132,21000,21100,1,231.35,2,2300,104,motorway,1,"LINESTRING (-112.0008204 33.6712721, -112.0009557 33.6714080, -112.0011591 33.6715897, -112.0013522 33.6717415, -112.0015238 33.6718755, -112.0016355 33.6719544, -112.0018180 33.6720703, -112.0020785 33.6722242, -112.0023312 33.6723599, -112.0025280 33.6724495, -112.0027632 33.6725567)",134,,,,,auto
133,21100,21200,1,479.55,2,2300,104,motorway,1,"LINESTRING (-112.0027632 33.6725567, -112.0030225 33.6726528, -112.0033075 33.6727460, -112.0035634 33.6728161, -112.0038440 33.6728822, -112.0040615 33.6729159, -112.0043575 33.6729617, -112.0048141 33.6730115, -112.0051711 33.6730267, -112.0069502 33.6730123, -112.0078535 33.6730057)",135,,,,,auto
134,4100,21300,1,344.83,2,2300,104,motorway,1,"LINESTRING (-111.9956568 33.6727684, -111.9959019 33.6727237, -111.9961330 33.6726732, -111.9964089 33.6726009, -111.9966771 33.6725139, -111.9969614 33.6724090, -111.9972402 33.6722947, -111.9976534 33.6720965, -111.9981094 33.6718241, -111.9984018 33.6716098, -111.9986163 33.6714402, -111.9988328 33.6712534)",136,,,,,auto
135,21300,21400,1,641.76,2,2300,104,motorway,1,"LINESTRING (-111.9988328 33.6712534, -111.9990455 33.6710473, -111.9992118 33.6708687, -111.9993620 33.6706835, -111.9995739 33.6703821, -111.9997670 33.6700741, -111.9999548 33.6696968, -112.0000325 33.6694914, -112.0000986 33.6693335, -112.0001785 33.6690664, -112.0002258 33.6688593, -112.0002745 33.6686238, -112.0003069 33.6683257, -112.0003177 33.6680682, -112.0003124 33.6678791, -112.0003065 33.6677364, -112.0002684 33.6673461, -112.0002208 33.6669190, -112.0001782 33.6665599, -112.0001494 33.6662979, -112.0000869 33.6657819)",137,,,,,auto
136,21501,21600,1,69.71,3,2300,104,motorway,1,"LINESTRING (-111.9996075 33.6691153, -111.9996701 33.6693504, -111.9997341 33.6695505, -111.9998076 33.6697205)",138,,,,,auto
137,21701,21501,1,122.24,3,2300,104,motorway,1,"LINESTRING (-111.9994929 33.6680189, -111.9995012 33.6681694, -111.9995003 33.6683399, -111.9995192 33.6685866, -111.9995263 33.6686745, -111.9995786 33.6689753, -111.9996075 33.6691153)",139,,,,,auto
138,21801,21901,1,1317.51,2,2300,104,motorway,1,"LINESTRING (-111.9994720 33.6656545, -111.9994384 33.6662443, -111.9993145 33.6674796, -111.9992547 33.6680144, -111.9992198 33.6683572, -111.9991849 33.6687054, -111.9991492 33.6689887, -111.9991144 33.6691621, -111.9990745 33.6692920, -111.9989940 33.6695311, -111.9989101 33.6697190, -111.9988195 33.6698924, -111.9986644 33.6701309, -111.9985340 33.6703015, -111.9983763 33.6704812, -111.9982028 33.6706498, -111.9980031 33.6708201, -111.9977980 33.6709700, -111.9976071 33.6710944, -111.9973738 33.6712208, -111.9971458 33.6713304, -111.9969089 33.6714233, -111.9966631 33.6715027, -111.9964041 33.6715684, -111.9961608 33.6716195, -111.9943169 33.6719885, -111.9934327 33.6721667, -111.9927879 33.6722891, -111.9922728 33.6723865, -111.9916419 33.6724790, -111.9907050 33.6726335)",140,,,,,auto
139,22001,3800,1,159.75,2,2300,104,motorway,1,"LINESTRING (-112.0002529 33.6659155, -112.0001279 33.6652617, -112.0000698 33.6648419, -112.0000011 33.6644904)",141,,,,,auto
140,21400,3800,1,143.57,2,2300,104,motorway,1,"LINESTRING (-112.0000869 33.6657819, -112.0000325 33.6652547, -111.9999923 33.6648498, -112.0000011 33.6644904)",142,,,,,auto
141,22101,22200,1,109.9,4,2300,104,motorway,1,"LINESTRING (-111.9995676 33.6631379, -111.9995510 33.6641290)",143,,,,,auto
142,22301,22402,1,155.59,4,2300,104,motorway,1,"LINESTRING (-111.9999177 33.6632407, -111.9999149 33.6622870, -111.9999054 33.6618375)",144,,,,,auto
143,22501,22600,1,260.28,6,2300,104,motorway,1,"LINESTRING (-112.0106254 33.6729328, -112.0111267 33.6729217, -112.0134328 33.6728942)",145,,,,,auto
144,22701,22800,1,112.31,5,2300,104,motorway,1,"LINESTRING (-112.0104751 33.6727217, -112.0092637 33.6727372)",146,,,,,auto
145,22901,23000,1,61.11,1,2300,120,motorway,1,"LINESTRING (-112.0079779 33.6730037, -112.0085577 33.6730010, -112.0086342 33.6729831)",147,,,,,auto
146,23101,22501,1,112.48,6,2300,104,motorway,1,"LINESTRING (-112.0094121 33.6729425, -112.0106254 33.6729328)",148,,,,,auto
147,23200,23101,1,53.39,6,2300,104,motorway,1,"LINESTRING (-112.0088362 33.6729396, -112.0094121 33.6729425)",149,,,,,auto
148,22800,23300,1,74.42,6,2300,104,motorway,1,"LINESTRING (-112.0092637 33.6727372, -112.0084609 33.6727335)",150,,,,,auto
149,23401,23500,1,63.9,4,2300,104,motorway,1,"LINESTRING (-112.0079130 33.6729190, -112.0085007 33.6729364, -112.0086019 33.6729369)",151,,,,,auto
150,23602,23700,1,235.75,1,2300,104,motorway,1,"LINESTRING (-112.0076447 33.6727058, -112.0070851 33.6726235, -112.0069578 33.6726117, -112.0066509 33.6725663, -112.0064189 33.6725230, -112.0061637 33.6724787, -112.0056933 33.6723782, -112.0054157 33.6723152, -112.0051633 33.6722514)",152,,,,,auto
151,23300,23800,1,64.37,6,2300,104,motorway,1,"LINESTRING (-112.0084609 33.6727335, -112.0080377 33.6727233, -112.0077671 33.6727107)",153,,,,,auto
152,23602,23900,1,305.88,5,2300,104,motorway,1,"LINESTRING (-112.0076447 33.6727058, -112.0070678 33.6726804, -112.0064204 33.6726257, -112.0058249 33.6725476, -112.0050953 33.6724315, -112.0043868 33.6722998)",154,,,,,auto
153,24001,24101,1,578.17,5,2300,104,motorway,1,"LINESTRING (-111.9781817 33.6730842, -111.9839106 33.6730693, -111.9844187 33.6730680)",155,,,,,auto
154,24201,24300,1,136.16,4,2300,104,motorway,1,"LINESTRING (-111.9781874 33.6728604, -111.9767186 33.6728633)",156,,,,,auto
155,24400,24500,1,458.13,6,2300,104,motorway,1,"LINESTRING (-111.9705019 33.6722552, -111.9703731 33.6722232, -111.9699763 33.6721177, -111.9695349 33.6719881, -111.9690636 33.6718327, -111.9687189 33.6717113, -111.9686704 33.6716940, -111.9683135 33.6715560, -111.9678005 33.6713562, -111.9672150 33.6710966, -111.9660194 33.6705405)",157,,,,,auto
156,24601,24001,1,136.82,4,2300,104,motorway,1,"LINESTRING (-111.9767058 33.6730960, -111.9781817 33.6730842)",158,,,,,auto
157,24701,24801,1,161.89,6,2300,104,motorway,1,"LINESTRING (-112.1266081 33.6688564, -112.1272114 33.6688606, -112.1283544 33.6688624)",159,,,,,auto
158,24901,25000,1,70.28,4,2300,104,motorway,1,"LINESTRING (-112.1157622 33.6402089, -112.1158063 33.6395761)",160,,,,,auto
159,25100,25200,1,145.9,5,2300,104,motorway,1,"LINESTRING (-112.1160578 33.6363752, -112.1161591 33.6350620)",161,,,,,auto
160,25301,25400,1,70.75,4,2300,104,motorway,1,"LINESTRING (-112.1155440 33.6395780, -112.1154991 33.6402150)",162,,,,,auto
161,25501,20301,1,771.49,4,2300,104,motorway,1,"LINESTRING (-112.1149157 33.6473249, -112.1148898 33.6480016, -112.1148334 33.6487260, -112.1148024 33.6491245, -112.1147698 33.6494630, -112.1147367 33.6499214, -112.1147011 33.6504154, -112.1146669 33.6508406, -112.1146249 33.6514006, -112.1145691 33.6519745, -112.1145521 33.6522954, -112.1144672 33.6534458, -112.1144026 33.6542695)",163,,,,,auto
162,25601,25700,1,6.32,2,1600,64,secondary,4,"LINESTRING (-112.2318912 33.6528364, -112.2319594 33.6528357)",164,,,,,auto
163,25801,25900,1,69.72,4,2300,104,motorway,1,"LINESTRING (-112.1696881 33.6682673, -112.1689370 33.6682995)",165,,,,,auto
164,25900,12502,1,724.04,4,2300,104,motorway,1,"LINESTRING (-112.1689370 33.6682995, -112.1685283 33.6683311, -112.1676017 33.6684347, -112.1665371 33.6686283, -112.1651994 33.6688716, -112.1644219 33.6690130, -112.1639882 33.6690919, -112.1633579 33.6691865, -112.1629668 33.6692348, -112.1625548 33.6692771, -112.1621428 33.6692990, -112.1612405 33.6693348)",166,,,,,auto
165,26001,12702,1,723.17,4,2300,104,motorway,1,"LINESTRING (-112.1696776 33.6684952, -112.1703752 33.6684833, -112.1709424 33.6684846, -112.1714831 33.6684792, -112.1725082 33.6684801, -112.1741611 33.6684751, -112.1751058 33.6684722, -112.1761317 33.6684664, -112.1770213 33.6684664, -112.1774781 33.6684651)",167,,,,,auto
166,26101,26001,1,66.34,4,2300,104,motorway,1,"LINESTRING (-112.1689628 33.6685247, -112.1696776 33.6684952)",168,,,,,auto
167,26201,26300,1,519.35,5,2300,104,motorway,1,"LINESTRING (-112.1349376 33.6693655, -112.1353105 33.6694316, -112.1358055 33.6695325, -112.1363539 33.6696160, -112.1371977 33.6697115, -112.1374550 33.6697282, -112.1377374 33.6697483, -112.1381301 33.6697589, -112.1384833 33.6697660, -112.1392069 33.6697591, -112.1396618 33.6697533, -112.1401110 33.6697515, -112.1401740 33.6697509, -112.1404982 33.6697480)",169,,,,,auto
168,26401,26201,1,64.71,5,2300,104,motorway,1,"LINESTRING (-112.1342618 33.6692196, -112.1349376 33.6693655)",170,,,,,auto
169,26501,26600,1,66.18,4,2300,104,motorway,1,"LINESTRING (-112.1349772 33.6691245, -112.1342852 33.6689780)",171,,,,,auto
170,26701,7101,1,373.02,5,2300,104,motorway,1,"LINESTRING (-112.1323762 33.6686935, -112.1319555 33.6686591, -112.1311561 33.6686326, -112.1304363 33.6686312, -112.1283551 33.6686284)",172,,,,,auto
171,26801,7901,1,604.94,4,2300,104,motorway,1,"LINESTRING (-112.1002882 33.6694528, -112.1011168 33.6693356, -112.1012658 33.6693147, -112.1017435 33.6692483, -112.1030035 33.6690652, -112.1030561 33.6690578, -112.1036963 33.6689684, -112.1041729 33.6689130, -112.1046798 33.6688753, -112.1051918 33.6688566, -112.1058217 33.6688506, -112.1067576 33.6688529)",173,,,,,auto
172,26901,26801,1,87.62,6,2300,104,motorway,1,"LINESTRING (-112.0993548 33.6695774, -112.1002882 33.6694528)",174,,,,,auto
173,26801,27000,1,514.73,2,2300,72,motorway,1,"LINESTRING (-112.1002882 33.6694528, -112.1011299 33.6694281, -112.1012803 33.6694152, -112.1017645 33.6693741, -112.1030419 33.6692658, -112.1037230 33.6692143, -112.1041990 33.6691786, -112.1046962 33.6691555, -112.1051968 33.6691428, -112.1058244 33.6691499)",175,,,,,auto
174,27101,27200,1,77.42,2,2300,104,motorway,1,"LINESTRING (-112.1002747 33.6691553, -112.0998569 33.6692250, -112.0994571 33.6692973)",176,,,,,auto
175,27200,27302,1,31.37,2,2300,104,motorway,1,"LINESTRING (-112.0994571 33.6692973, -112.0991281 33.6693636)",177,,,,,auto
176,27401,27500,1,76.16,4,2300,104,motorway,1,"LINESTRING (-112.1002656 33.6692404, -112.0998529 33.6692926, -112.0994525 33.6693382)",178,,,,,auto
177,27500,27302,1,30.2,4,2300,104,motorway,1,"LINESTRING (-112.0994525 33.6693382, -112.0991281 33.6693636)",179,,,,,auto
178,27601,27700,1,371.87,4,2300,104,motorway,1,"LINESTRING (-112.0701673 33.6687785, -112.0679603 33.6687920, -112.0661564 33.6688224)",180,,,,,auto
179,10802,26901,1,712.35,6,2300,104,motorway,1,"LINESTRING (-112.0916930 33.6695995, -112.0919846 33.6696255, -112.0926200 33.6696823, -112.0932636 33.6697398, -112.0941868 33.6697829, -112.0960107 33.6697973, -112.0966537 33.6697800, -112.0970000 33.6697598, -112.0973228 33.6697396, -112.0984312 33.6696699, -112.0993548 33.6695774)",181,,,,,auto
180,27801,27900,1,80.66,5,2300,104,motorway,1,"LINESTRING (-112.0701848 33.6690017, -112.0710547 33.6689908)",182,,,,,auto
181,28001,28100,1,52.32,2,2300,120,motorway,1,"LINESTRING (-112.0702990 33.6691909, -112.0708615 33.6691529)",183,,,,,auto
182,28100,28200,1,3.1,1,2300,120,motorway,1,"LINESTRING (-112.0708615 33.6691529, -112.0708948 33.6691507)",184,,,,,auto
183,28201,28302,1,154.96,1,2300,120,motorway,1,"LINESTRING (-112.0710580 33.6691395, -112.0722280 33.6690556, -112.0727181 33.6689855)",185,,,,,auto
184,28401,28500,1,52.22,2,1600,72,secondary,4,"LINESTRING (-112.0709298 33.6684075, -112.0703668 33.6683906)",186,,,,,auto
185,28601,28700,1,997.64,2,1600,72,secondary,4,"LINESTRING (-112.0605466 33.6686263, -112.0582712 33.6687149, -112.0574910 33.6687407, -112.0571604 33.6687418, -112.0568577 33.6687419, -112.0562463 33.6687095, -112.0554249 33.6686817, -112.0539949 33.6686103, -112.0531750 33.6685834, -112.0522568 33.6685659, -112.0514676 33.6685608, -112.0497937 33.6685525)",187,,,,,auto
186,10000,28800,1,49.94,1,2300,120,motorway,1,"LINESTRING (-112.0708611 33.6685861, -112.0703240 33.6685515)",188,,,,,auto
187,28800,28900,1,155.52,1,2300,120,motorway,1,"LINESTRING (-112.0703240 33.6685515, -112.0694616 33.6684846, -112.0686523 33.6684344)",189,,,,,auto
188,29001,27601,1,84.07,5,2300,104,motorway,1,"LINESTRING (-112.0710742 33.6687761, -112.0701673 33.6687785)",190,,,,,auto
189,29101,29200,1,303.34,2,1600,60,secondary,4,"LINESTRING (-112.0709264 33.6693232, -112.0720164 33.6692607, -112.0728360 33.6692376, -112.0741954 33.6692250)",191,,,,,auto
190,29301,29101,1,54.68,2,1600,60,secondary,4,"LINESTRING (-112.0703377 33.6693536, -112.0709264 33.6693232)",192,,,,,auto
191,29401,29500,1,86.79,3,1600,72,secondary,4,"LINESTRING (-112.0827878 33.6682635, -112.0828030 33.6690462)",193,,,,,auto
192,276401,29600,1,42.7,2,1600,72,secondary,4,"LINESTRING (-112.0827964 33.6692965, -112.0827962 33.6693111, -112.0828027 33.6696816)",194,,,,,auto
193,29701,27801,1,373.12,5,2300,104,motorway,1,"LINESTRING (-112.0661604 33.6690483, -112.0679569 33.6690264, -112.0701848 33.6690017)",195,,,,,auto
194,29801,29701,1,102.85,5,2300,104,motorway,1,"LINESTRING (-112.0650512 33.6690661, -112.0661604 33.6690483)",196,,,,,auto
195,27700,29900,1,103.02,4,2300,104,motorway,1,"LINESTRING (-112.0661564 33.6688224, -112.0650454 33.6688437)",197,,,,,auto
196,30000,30100,1,835.79,6,2300,104,motorway,1,"LINESTRING (-112.0577193 33.6689822, -112.0560093 33.6689971, -112.0544385 33.6689791, -112.0534990 33.6689682, -112.0516833 33.6689449, -112.0505742 33.6689279, -112.0487045 33.6689131)",198,,,,,auto
197,30201,9301,1,880.7,6,2300,104,motorway,1,"LINESTRING (-112.0489322 33.6691345, -112.0505723 33.6691544, -112.0516688 33.6691605, -112.0516877 33.6691608, -112.0534841 33.6691900, -112.0542982 33.6692007, -112.0544282 33.6692024, -112.0560174 33.6692211, -112.0577398 33.6692102, -112.0584313 33.6692061)",199,,,,,auto
198,30301,30201,1,74.23,6,2300,104,motorway,1,"LINESTRING (-112.0481315 33.6691255, -112.0489322 33.6691345)",200,,,,,auto
